GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.4 [0.1-0.8],0.40000,0.10000,0.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.4 [0.1-0.9],0.40000,0.10000,0.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1982,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.4 [0.2-0.9],0.40000,0.20000,0.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.5 [0.2-0.9],0.50000,0.20000,0.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,1.2 [0.7-1.9],1.20000,0.70000,1.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,1.3 [0.7-2.0],1.30000,0.70000,2.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1998,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,1.3 [0.8-2.2],1.30000,0.80000,2.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,1.4 [0.8-2.3],1.40000,0.80000,2.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,1.5 [0.9-2.4],1.50000,0.90000,2.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,3.4 [2.1-5.2],3.40000,2.10000,5.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,3.6 [2.2-5.6],3.60000,2.20000,5.60000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2015,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,3.9 [2.3-6.0],3.90000,2.30000,6.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,4.1 [2.4-6.4],4.10000,2.40000,6.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,18.6 [13.0-24.6],18.60000,13.00000,24.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,18.3 [13.1-24.1],18.30000,13.10000,24.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,18.1 [13.1-23.7],18.10000,13.10000,23.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,17.9 [13.1-23.3],17.90000,13.10000,23.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,15.0 [11.7-18.4],15.00000,11.70000,18.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.8 [11.5-18.2],14.80000,11.50000,18.20000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.6 [11.4-17.9],14.60000,11.40000,17.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.4 [11.3-17.6],14.40000,11.30000,17.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.2 [11.2-17.4],14.20000,11.20000,17.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.5 [8.9-14.5],11.50000,8.90000,14.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.3 [8.7-14.3],11.30000,8.70000,14.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.1 [8.4-14.2],11.10000,8.40000,14.20000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,10.9 [8.2-14.1],10.90000,8.20000,14.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,18.0 [10.4-26.9],18.00000,10.40000,26.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.8 [10.5-26.3],17.80000,10.50000,26.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.6 [10.6-25.6],17.60000,10.60000,25.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.3 [10.7-25.1],17.30000,10.70000,25.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,14.1 [9.9-19.0],14.10000,9.90000,19.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.9 [9.7-18.7],13.90000,9.70000,18.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.7 [9.6-18.4],13.70000,9.60000,18.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.5 [9.5-18.1],13.50000,9.50000,18.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.3 [9.3-17.8],13.30000,9.30000,17.80000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,10.7 [7.4-14.6],10.70000,7.40000,14.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,10.5 [7.2-14.5],10.50000,7.20000,14.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,10.3 [7.0-14.4],10.30000,7.00000,14.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,10.1 [6.7-14.3],10.10000,6.70000,14.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,19.1 [11.1-27.7],19.10000,11.10000,27.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,18.9 [11.3-27.2],18.90000,11.30000,27.20000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,18.7 [11.5-26.7],18.70000,11.50000,26.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,18.5 [11.6-26.2],18.50000,11.60000,26.20000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,15.9 [11.1-21.1],15.90000,11.10000,21.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,15.7 [11.0-20.9],15.70000,11.00000,20.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,15.5 [10.9-20.6],15.50000,10.90000,20.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,15.3 [10.7-20.3],15.30000,10.70000,20.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,15.1 [10.6-20.1],15.10000,10.60000,20.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,12.4 [8.6-16.9],12.40000,8.60000,16.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,12.2 [8.3-16.7],12.20000,8.30000,16.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.9 [8.0-16.6],11.90000,8.00000,16.60000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,11.7 [7.8-16.5],11.70000,7.80000,16.50000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,18.1 [12.8-23.9],18.10000,12.80000,23.90000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,17.9 [12.8-23.4],17.90000,12.80000,23.40000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,17.7 [12.8-23.0],17.70000,12.80000,23.00000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,17.5 [12.8-22.6],17.50000,12.80000,22.60000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.9 [11.7-18.3],14.90000,11.70000,18.30000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.7 [11.5-18.1],14.70000,11.50000,18.10000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.6 [11.4-17.9],14.60000,11.40000,17.90000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.4 [11.3-17.7],14.40000,11.30000,17.70000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,14.2 [11.2-17.5],14.20000,11.20000,17.50000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.7 [9.1-14.6],11.70000,9.10000,14.60000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.5 [8.9-14.4],11.50000,8.90000,14.40000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2012,2012,,AFR,Africa,,NGA,2012,2012,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.3 [8.6-14.3],11.30000,8.60000,14.30000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,11.1 [8.4-14.2],11.10000,8.40000,14.20000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.5 [10.2-26.0],17.50000,10.20000,26.00000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.3 [10.3-25.4],17.30000,10.30000,25.40000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,17.1 [10.4-24.9],17.10000,10.40000,24.90000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,16.9 [10.5-24.2],16.90000,10.50000,24.20000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,AFR,Africa,,NGA,1993,1993,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,14.0 [9.8-18.8],14.00000,9.80000,18.80000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.8 [9.6-18.5],13.80000,9.60000,18.50000,,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,13.7 [9.5-18.3],13.70000,9.50000,18.30000,,,
